"","Record_No","Status","Expiration_Date","DBA","Owner / Community_Name","Location_Address","Zip_Code","Mailing_Address","County","Community_Phone","Total_#_Sites","Issued_Date","Operator_Name","Operator_Phone","Operator_email","House district","Senate district","latitude","longitude"
"452","1201902","Issued",2027-10-01,NA,"RIVERVIEW ESTATES MHP LLC","4599 PIGEON ROAD, ELKTON MI 48731","48731","P.O. BOX 130, MARYSVILLE, MI 48040","HURON","8104881155","36","01/11/2022","RICHARD JAHN","8105600028","cutntrim@rocketmail.com","098","25",43.817182348025,-83.165332657828
"453","1201617","Expired",2024-10-01,NA,"BAY VILLAGE MHC LLC","1274 HAMPTON ROAD, ESSEXVILLE MI 48732","48732","5820 HEMPSTEAD RD, OXFORD, MI 48371","BAY","9898930491","102","01/14/2019","URSULA CALIN","5862141169","calinz1@aol.com","096","35",43.617657345542,-83.827291030356
"454","1202080","Issued",2027-10-01,NA,"SAGINAW ESTATES MHP LLC","1760 SAGINAW BAY ESTATES DIVE, ESSEXVILLE MI 48732","48732","4007 DEAN MARTIN DRIVE, LAS VEGAS, NV 89103","BAY","9893162211","318","05/02/2024","JEREMIAH BOUCHER","7025503808","invoices@patriotholdings.com","096","35",43.619147019283,-83.777378976241
"455","1201275","Issued",2027-10-01,NA,"NORTHERN PINES MOBILE HOME PARK","2721 SOUTH DR, HALE, MI 48739","48739","2180 DRIFTWOOD DR, STANDISH, MI 48658","IOSCO","9897282820","30","07/19/2002","STEVEN B PROGLER","9898460999","ORGCAPTSTEVE@YAHOO.COM","099","36",44.382979620719,-83.794243880184
"456","1201806","Issued",2027-10-01,NA,"HARRISVILLE MOBILE HOME PARK LLC","116 WEST CHURCH, HARRISVILLE MI 48740","48740","11338 BARTZ ROAD, HUBBARD LAKE, MI 49747","ALCONA","9898843888","15","12/17/2020","RONALD LISKE","9898843888",NA,"106","36",44.659247796585,-83.295294760357
"457","1201932","Issued",2027-10-01,NA,"MASON JAMES VASSER ESTATES LLC","5656 FREEWALD, MILLINGTON MI 48746","48746","4050 W LIBERTY RD, ANN ARBOR, MI 48103","TUSCOLA","7349981423","10","04/28/2022","JOSHUA WARNER","7349981423","kvalentine900@comcast.net","097","26",43.334143284398,-83.567197557337
"458","1200036","Issued",2027-10-01,"AUSABLE MOBILE HOME VILLAGE","HEZ PROPERTIES LLC","331 FIRST ST, OSCODA, MI 48750","48750","PO BOX 233, OSCODA, MI 48750","IOSCO","No Phone","27","01/09/1979","DEBRA JOHNSON","2485639481","HEN97@AOL.COM","099","36",44.410911316243,-83.331546133073
"459","1200967","Issued",2027-10-01,NA,"VAN ETTAN VILLAGE MOBILE HOME PARK","4385 VAN ETTAN DAM RD, OSCODA MI 48750","48750","PO BOX 1200, BRIGHTON, MI 48116","IOSCO","No Phone","32","07/02/1980","ROBERT E DAVIS","5868509762",NA,"099","36",44.446876554027,-83.344924237274
"460","1201272","Issued",2027-10-01,"WHISPERING WOODS MHC","HENRY ZIELINSKI LIVING TRUST","4263 BISSIONETTE RD., OSCODA, MI 48750","48750","PO BOX 233, OSCODA, MI 48750","IOSCO","No Phone","34","07/27/2002","DEBRA JOHNSON","2485639481","hen97@aol.com","099","36",44.439601020161,-83.348845962132
"461","1201008","Issued",2027-10-01,"PEBBLE CREEK MHP","CAROL INVESTMENT CORP","1150 ROGER CT, REESE MI 48757","48757","1410 S CLINTON ST, CHICAGO, IL 60607","TUSCOLA","No Phone","101","03/13/1979","LEO FEIGENBAUM","7732272160","awgreen1410@sbcglobal.net","097","26",43.475457451509,-83.638857806554
"462","1201779","Issued",2027-10-01,NA,"CREEKSIDE MANOR MHP LLC","1655 S REESE ROAD, REESE MI 48757","48757","4770 GROVELAND ROAD, ORTONVILLE, MI 48462","TUSCOLA","2484670219","140","07/15/2020","PAUL BREAKIE","2484670219","paul@diamondforestproperties.com","097","26",43.460208868357,-83.698456065589
"463","1201960","Issued",2027-10-01,"BAYSIDE ESTATES","CONTINENTAL MHP LLC","2420 PINETREE DRIVE, SEBEWAING MI 48759","48759","P.O. Box 4720, Troy, MI 48099","HURON","2482141811","74","08/16/2022","ADAM SCHWERIN","2489189082","aschwerin@birchrealty.com","098","25",43.75841527421,-83.4274368656
"464","1201711","Issued",2028-10-01 11:58:03,NA,"2020 TAWAS RIVER MI LLC","560 HEMLOCK ROAD, TAWAS CITY MI 48763","48763","1400 BELLEVILLE ST, RICHMOND, VA 23230","IOSCO","9893624988","65","11/14/2019","LEO PESCHIO","8883270445","MFOSTER@CTRECAP.COM","099","36",44.274907154282,-83.510737010214
"465","1201807","Issued",2027-10-01,NA,"VASSAR COMMUNITY PARK LLC","533 GOODRICH ST, VASSAR MI 48768","48768","PO BOX 4792, TROY, MI 48099","TUSCOLA","7344442869","20","12/18/2020","CHAD RIDER","7344442869","VASSARCOMMUNITYPARKLLC@GMAIL.COM","097","26",43.36273739271,-83.579267665548
"466","1201448","Issued",2028-10-01 07:14:02,"LAKE SUPERIOR ESTATES","MISA LAKE SUPERIOR MHP LLC","102 E 25TH AVE, SAULT STE MARIE MI 48783","48783","255 S ORNAGE AVE  STE 1550, ORLANDO, FL 32801","CHIPPEWA","9066322338","222","01/06/2017","RYAN SMITH","4073376021","LICENSING@ENDEAVORCOMMUNITIES.COM","107","37",46.469319819691,-84.349815521552
"467","1201427","Expired",2024-10-01,"MEADOWS MOBILE HOME PARK","MIAL MEADOWS MHP LLC","411 S GROVER, ALMA MI 48801","48801","PO BOX 457, CEDAREDGE, CO 81413","GRATIOT","9894635187","93","09/29/2016","DAVID H REYNOLDS","9706286525","cassie@rvhmanagement.com","092","34",43.369931035382,-84.642664633991
"468","1201050","Issued",2027-10-01,"SCOTSDALE ESTATES","SCOTSDALE ASSOCIATES LLC","3382 ALMA DRIVE, ALMA, MI 48801","48801","5645 SASHABAW RD, CLARKSTON, MI 48346","GRATIOT","989-463-3212","189","05/28/1987","RONEI IACOBELLI","248-625-1188","RON@IMC.GROUP","092","34",43.398071012179,-84.672492977545
"469","1201856","Issued",2027-10-01,NA,"CB ALMA LLC","315 LINWOOD AVE, ALMA MI 48801","48801","129 E FRONT ST  STE 200, TRAVERSE CITY, MI 49684","GRATIOT","2317358673","44","07/20/2021","TURNER BOOTH","4433792525","TBOOTH@COCHRANBOOTH.COM","092","34",43.377721134283,-84.639292426705
"470","1201928","Issued",2027-10-01,NA,"WELLINGTON ESTATES MHP LLC","1527 W STATE STREET, BELDING MI 48809","48809","31550 NORTHWESTERN HWY., STE 220, FARMINGTON HILLS, MI 48334","IONIA","6167940831","150","04/11/2022","ELIAS WEINER","2488650066",NA,"091","33",43.086219161323,-85.250189753831
"471","1201958","Issued",2027-10-01,"PINEVIEW MOBILE HOME PARK","APPLELAND INC","6385 WHITES BRIDGE RAOD, BELDING MI 48809","48809","108 S LAFAYETTE, GREENVILLE, MI 48838","IONIA","6164819593","20","08/15/2022","WILLIAM TODD VAN ECK","6164819593","tvaneck@applelandrealtygroup.com","091","33",43.07781198671,-85.26367196127
"472","1201025","Issued",2027-10-01,NA,"BROOKSIDE MOBILE HOME PARK","7875 GARLOCK RD, CARSON CITY, MI 48811","48811","2819 SOUTH SHORE DR, CRYSTAL, MI 48818","MONTCALM","5177194800","14","11/13/1984","RONALD G RAY","5177194800","RRAY436@YAHOO.COM","093","33",43.179022755092,-84.860336373029
"473","1201598","Expired",2024-10-01,"COUNTRYSIDE ESTATES","RANDY ROYSTON","3200 WEST LAWRENCE HWY, CHARLOTTE MI 48813","48813","3200 WEST LAWRENCE HWY, CHARLOTTE, MI 48813","EATON","5179830211","4","09/28/2018","RANDY ROYSTON","6165810768","roystonrentals@gmail.com","076","21",42.568889731806,-84.898637144313
"474","1200600","Issued",2027-10-01,"HI-WAY MOBILE HAVEN","GERALD D HARRIS, INC","2600 LANSING ROAD, CHARLOTTE, MI 48813","48813","2600 LANSING RD LOT #57, CHARLOTTE, MI 48813","EATON","5175434885","67","05/29/1979","MARK HARRIS","5175434885",NA,"076","21",42.602639339214,-84.771966806041
"475","1201109","Issued",2027-10-01,NA,"MEADOWS MOBILE HOME PARK AND SALES LLC","1563 LANSING RD., CHARLOTTE, MI 48813","48813","1563 LANSING ROAD, CHARLOTTE, MI 48813","EATON","248-626-2992","128","01/03/1991","ROBERT GOODMAN","2486262992","MSRECompliance@mshapirorealestate.com","076","21",42.586359336314,-84.8054946702
"476","1201777","Issued",2027-10-01,NA,"MAPLE KNOLL MHP HOLDINGS LLC","1716 E LANSING ROAD, CHARLOTTE MI 48813","48813","1800 W WARNER AVE, CHICAGO, IL 60613","EATON","3127228018","50","07/02/2020","JARED FALCONER","3127228018","jfalconer76@gmail.com","076","21",42.58495817547,-84.801514020563
"477","1201874","Issued",2027-10-01,NA,"MCM MI BUTTERNUT LLC","801 PACKARD HIGHWAY, CHARLOTTE MI 48813","48813","10455 RIVERSIDE DRIVE, STE. 210, PALM BEACH GARDENS, FL 33401","EATON","5172047411","40","09/27/2021","AMIN KHOURY","2622157111","kcreager@mcmhomes.us","076","21",42.582515982251,-84.819426985839
"478","1202029","Issued",2027-10-01,"WINDSOR ESTATES MHC","CC WINDSOR ESTATES PROPERTY LLC","6661 N CANAL ROAD, DIMONDALE MI 48821","48821","29200 NORTHWESTERN HWY., STE. 300, SOUTHFIELD, MI 48034","EATON","5176466813","470","06/22/2023","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","076","21",42.66451580574,-84.664056591999
"479","1201662","Issued",2027-10-01,NA,"FSI CAPITAL CROSSINGS PROPERTY LLC","13531 DECLARATION COURT, EAGLE MI 48822","48822","5050 S SYRACUSE, STE. 1200, DENVER, CO 80237","CLINTON","5176261166","278","06/07/2019","JOSH SONNE","2487783200","legal@yescommunities.com","077","28",42.817881457888,-84.79277957454
"480","1201067","Issued",2027-10-01,"OAK ISLAND VILLAGE MOBILE HOME PARK","OAK ISLAND VILLAGE MOBILE HOME PARK LLC","16430 PARK LK RD, EAST LANSING MI 48823","48823","27777 FRANKLIN RD STE 200, SOUTHFIELD, MI 48034","CLINTON","No Phone","250","04/27/1988","JOHN B MCLAREN","5173391414",NA,"075","28",42.780602063416,-84.440360695329
"481","1201235","Issued",2027-10-01,"FALCON POINTE","FP INVESTORS LLC","555 QUARTERHORSE RD., EAST LANSING, MI 48823","48823","4426 FERNLEE AVE, ROYAL OAK, MI 48073","CLINTON","248-237-4305","18","01/08/2001","STEVEN G FRIEDMAN","248-539-9333","STEVE.FRIEDMAN@DPGLAND.COM","075","28",42.782927580542,-84.490550358077
"482","1201550","Issued",2027-10-01,"DUTCH HILLS","YES DUTCH HILLS LLC","16400 UPTON ROAD, EAST LANSING MI 48823","48823","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","CLINTON","5173399559","278","07/20/2018","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","075","28",42.778484501307,-84.401712661796
"483","1201896","Issued",2027-10-01,NA,"CEDAR HILL VILLAGE LLC","11211 NICKPLATE ROAD, PEWAMO MI 48823","48823","851 N STATE ROAD, BELDING, MI 48809","IONIA","6168897662","13","12/21/2021","LLOYD W REED","6168897662","homesbyhomerun@gmail.com","093","33",43.032567795533,-84.865833396002
"484","1201851","Issued",2027-10-01,NA,"CC CEDAR RIVER PROPERTY LLC","400 CEDAR RIVER DRIVER, FOWLERVILLE MI 48826","48826","PO BOX 7008, BLOOMFIELD HILLS, MI 48302","LIVINGSTON","5172238500","119","07/08/2021","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","050","22",42.653005147657,-84.078126942775
"485","1201875","Issued",2027-10-01,NA,"MCM MI EATON PINES LLC","458 EATON PINES BLVD, EATON RAPIDS MI 48827","48827","10455 RIVERSIDE DRIVE, STE. 210, PALM BEACH GARDENS, FL 33410","EATON","5176632772","148","10/07/2021","AMIN KHOURY","2622157111","kcreager@mcmhomes.us","076","21",42.503017402488,-84.664935434547
"486","1202067","Issued",2027-10-01,NA,"EDMORE MHC LLC","525 GILSON STREET, EDMORE MI 48829","48829","7130 PLEASANT VALLEY ROAD, SHEPHERD, MI 48883","MONTCALM","9893176892","18","11/16/2023","GAYLON KOUTZ","9893176892","gaylon@fivestarcloser.com","091","33",43.407061483435,-85.051284928364
"487","1201526","Issued",2027-10-01,"MERLINO'S TIMBER COUNTRY MOBILE HOME PARK","MERLINO'S INVESTMENTS LLC","10401 W MONROE RD, ELWELL MI 48832","48832","5843 FAIRBORN DR, CANTON, MI 48187","GRATIOT","9898338088","32","02/20/2018","EUGENE L MERLINO III","7342073631","joannmerlino@gmail.com","092","34",43.405936171024,-84.812647367275
"488","1200247","Issued",2027-10-01,"ALANS PARK","RICHARD VAN GILDER","3575 NICHOLSON RD, FOWLERVILLE, MI 48836","48836","PO BOX 649, FOWLERVILLE, MI 48836","LIVINGSTON","5175213412","199","03/20/1979","RICHARD VAN GILDER","5175213412","rvg6189@gmail.com","050","22",42.652352700314,-84.113453311898
"489","1201079","Issued",2027-10-01,NA,"GRANDSHIRE ESTATES","851 WILLOW ST, FOWLERVILLE, MI 48836","48836","2265 LIVERNOIS STE 500, TROY, MI 48083","LIVINGSTON","2483624150","151","11/18/1988","KAMAL SHOUHAYIB","2483624150",NA,"050","22",42.650132334163,-84.075974386221
"490","1200341","Issued",2027-10-01,"COUNTRY VILLAGE MOBILE HOME ESTATES","HELMUT K UNGER","7781 WEST GRAND RIVER, GRAND LEDGE, MI 48837","48837","219 BARTON DR, ANN ARBOR, MI 48105","CLINTON","5176272391","75","03/28/1979","HELMUT K UNGER","5176272391",NA,"077","28",42.78357181362,-84.677711047548
"491","1200359","Issued",2027-10-01,NA,"GRAND OAKS VILLAGE LLC","817 NORTH CLINTON, GRAND LEDGE, MI 48837","48837","126 PUTNAM STREET, WILLIAMSTON, MI 48895","EATON","No Phone","168","03/28/1979","GARY L THEIS","5173478605","SALLYTHEISCPA@SBCGLOBAL.NET","077","21",42.761688717996,-84.744383890528
"492","1202044","Issued",2027-10-01,"GRAND LEDGE RAVINES MHC","CC GRAND LEDGE RAVINES PROPERTY LLC","855 W JEFFERSON STREET, GRAND LEDGE MI 48837","48837","29200 NORTHWESTERN HWY., STE. 300, SOUTHFIELD, MI 48034","EATON","5176277793","219","08/24/2023","JEFFREY DAVIDSON","No Phone","jdavidson@cambiomhc.com","077","21",42.751791157178,-84.760942843166
"493","1201735","Expired",2024-10-01,NA,"CREEKVIEW MHP LLC","400 N WALNUT, GREENVILLE MI 48838","48838","9645 MEADOWLARK CT, FREELAND, MI 48623","MONTCALM","9896008258","84","02/27/2020","DAVID REID","9546478602","REIDCOMMUNITIES@YAHOO.COM","091","33",43.18396501857,-85.240944011715
"494","1200037","Issued",2027-10-01,NA,"OAKFIELD MOBILE HOME PARK, LLC","12176 14 MILE ROAD, GREENVILLE, MI 48838","48838","8081 45TH ST SE, ADA, MI 49301","KENT","6166441669","22","01/09/1979","JULIA E TEERLING","6166441669",NA,"091","33",43.175846893888,-85.367961109322
"495","1200393","Issued",2027-10-01 10:50:51,NA,"LAKESIDE MHC LLC","12205 HART ST NE, GREENVILLE MI 48838","48838","2660 GLEN HOLLOW CT SE, CALEDONIA, MI 49316","KENT","6163295586","67","03/30/1979","LISA SHAH","6163295586","LISASHAH00@AOL.COM","091","33",43.135571974858,-85.365821209441
"496","1201373","Issued",2027-10-01,"PONDVIEW ESTATES","CONNELL & SINAGOGA INC","621 N WALNUT STREET, GREENVILLE MI 48838","48838","4893 ROCHESTER RD STE D, TROY, MI 48085","MONTCALM","6165234205","118","01/28/2016","WILLIAM CONNELL","2486499964","WTCONNELL@COMCAST.NET","091","33",43.185882798017,-85.240347052571
"497","1201673","Issued",2027-10-01,NA,"GREENBRIER ESTATES MHP LLC","11345 SW GREENVILLE ROAD, GREENVILLE MI 48838","48838","17602 17TH STREET, STE. 102 #289, TUSTIN, CA 92780","MONTCALM","6167943576","57","07/15/2019","STEVE MCCROSKY","9492987185","steve@discoverpropertiesllc.com","091","33",43.128025454063,-85.261640858493
"498","1200464","Issued",2027-10-01,"WINDMILL PARK","THEROUX DEVELOPMENT COMPANY","1433 EIFERT ROAD, HOLT, MI 48842","48842","19631 VALDEZ DR, TARZANA, CA 91356","INGHAM","5176940414","484","04/17/1979","NANCY L THEROUX","5176940414",NA,"074","21",42.623920404643,-84.548393871891
"499","1201543","Issued",2027-10-01,"DELHI MANOR","YES DELHI MANOR LLC","4075 EAST HOLT ROAD, HOLT MI 48842","48842","5050 S SYRACUSE ST., STE. 1200, DENVER, CO 80237","INGHAM","517-694-0928","286","06/25/2018","JOSHUA SOONE","3034837300","businesslicensing@yescommunities.com","074","21",42.640203911636,-84.506285835302
"500","1201980","Issued",2027-10-01,NA,"PACIFICA SHREWSBURY LLC","1560 EIFERT ROAD, HOLT MI 48842","48842","1775 HANCOCK ST. STE. 200, SAN DIEGO, CA 92110","INGHAM","8449213030","51","10/10/2022","SARA W MCFARLAND","6192969000","utilities@pacshorecommunities.com","074","21",42.628192870239,-84.541812569155
"501","1200918","Issued",2027-10-01,NA,"FAIRLAWN MEADOWS","1701 FAIRLAWN, HOWELL, MI 48843","48843","4895 CURDY RD, HOWELL, MI 48855","LIVINGSTON","5175465353","48","10/18/1979","THOMAS W LASHBROOK","5175465353","FAIRLAWNMEADOWS@GMAIL.COM","050","22",42.623828999989,-83.915336972063
"502","1201205","Issued",2027-10-01,NA,"BURKHART RIDGE LLC","1011 RIVER LINE DRIVE, HOWELL TOWNSHIP, MI 48843","48843","89 EAST LONG LAKE RD, TROY, MI 48098-4738","LIVINGSTON","2488795100","498","04/12/1999","PAUL CHOSID","2488795100","pchosid@chosidmanagement.com","050","22",42.607653980426,-84.004772968592
"503","1201584","Issued",2027-10-01,NA,"MC HOWELL ESTATES PROPERTY LLC","515 MASON ROAD, HOWELL MI 48843","48843","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","LIVINGSTON","No Phone","458","09/17/2018","JOSH SONNE","2487783200","legal@yescommunities.com","050","22",42.596370304281,-83.940155535908
"504","1201991","Issued",2027-10-01,NA,"FAIRLANE ESTATES MHP LLC","2195 E GRAND RIVER AVE, HOWELL MI 48843","48843","6632 S TELEGRAPH  STE 310, BLOOMFIELD HILLS, MI 48301","LIVINGSTON","9893137829","60","11/09/2022","SHANNON MARSHALL","2483312479","SMARSHALL@BLANKFAMILYCOMMUNITIES.COM","048","22",42.600221998338,-83.90959000397
"505","1200212","Issued",2027-10-01,"EVERGREEN MOBILE HOME COMMUNITY","BATTLE CREEK RENTALS LLC","2096 N STATE RD, IONIA MI 48846","48846","3500 MORGAN RD, NASHVILLE, MI 49073","IONIA","No Phone","109","03/02/1979","MICHAEL MEAD","5178521527","mike.advantagehousing@yahoo.com","078","33",43.017375489239,-85.07179242795
"506","1201574","Issued",2027-10-01,NA,"MC CANTERBURY PROPERTY LLC","360 E TUTTLE ROAD, IONIA MI 48846","48846","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","IONIA","No Phone","290","09/06/2018","JOSH SONNE","3034837300","businesslicensing@yescommunities.com","078","33",42.948792703892,-85.06828116489
"507","1201775","Issued",2027-10-01,NA,"WEMI HIDDEN VALLEY LLC","3885 E STAGE ROAD, IONIA MI 48846","48846","PO BOX 83165, GAITHERSBURG, MD 20883","IONIA","2406302736","50","06/04/2020","YANIV ZIEF","2406302734","yaniv@elyaholdings.com","078","33",42.992488990069,-84.998337032738
"508","1201904","Issued",2027-10-01,NA,"CC SHERWOOD FOREST PROPERTY LLC","1133 YEOMANS STREET, IONIA MI 48846","48846","P.O. BOX 7008, BLOOMFIELD HILLS, MI 48302","IONIA","6165236201","240","01/19/2022","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","078","33",42.980134651521,-85.086536782368
"509","1200911","Issued",2027-10-01,NA,"MEADOW LANE ESTATES LIMITED PARTNERSHIP","401 SOUTH ST. JOHNS STREET, ITHACA, MI 48847","48847","401 S ST JOHNS ST, ITHACA, MI 48847","GRATIOT","9898754700","128","10/12/1979","DAVID D ROSLUND","9898754700","DFOX@MGTCONTROL.COM","092","34",43.287417987961,-84.599683994707
"510","1200655","Issued",2027-10-01,NA,"QUIET COVE","12675 COLBY LAKE ROAD, LAINGSBURG, MI 48848","48848","3014 W BLUEWATER HWY, IONIA, MI 48846","SHIAWASSEE","6165278881","44","06/19/1979","RUTH HUMMELL","6165278881","thehumm@yahoo.com","075","28",42.809874673592,-84.322841107862
"511","1201718","Issued",2027-10-01,"MOON LAKE ESTATES MHP","MOONLAKE LLC","12700 COLBY LAKE ROAD, LAINGSBURG MI 48848","48848","1630 GUADALUPE RD, ,  PO BOX 2300GILBERT, AZ 85233","SHIAWASSEE","801-864-4715","103","12/14/2019","THOMAS STAPLEY","4803390000","LICENSING@ROOTSMG.COM","075","28",42.809876446989,-84.324939625489
"512","1200854","Expired",2024-10-01,"SLATERS MOBILE HOME PARK","W & J PROPERTIES INC","732 JORDAN LAKE AVE, LAKE ODESSA, MI 48849","48849","610 4 MILE RD, COMSTOCK PARK, MI 49321","IONIA","No Phone","20","10/11/1979","LUKE VANDENBERG","616-279-6812","VANDENBERG.LUKE@GMAIL.COM","078","18",42.779080915628,-85.132095695069
"513","1201876","Issued",2027-10-01,NA,"MCM MI LAKEWOOD LLC","1615 TUPPER LAKE STREET, LAKE ODESSA MI 48849","48849","10455 RIVERSIDE DRIVE, STE. 210, PALM BEACH GARDENS, FL 33410","IONIA","5179302239","87","10/12/2021","AMIN KHOURY","2622157111","kcreager@mcmhomes.us","078","18",42.786050007113,-85.129480038364
"514","1201822","Issued",2027-10-01,NA,"TAMARACK MEADOWS HOMES LLC","9640 N GREENVILLE ROAD, LAKEVIEW MI 48850","48850","3330 GRAND RIDGE DR NE, GRAND RAPIDS, MI 49525","MONTCALM","6162927092","23","03/24/2021","GARY HENSCH","6162927092","gary@redstone-group.com","091","33",43.433825654645,-85.262363378546
"515","1200283","Issued",2027-10-01,"SYCAMORE VILLAGE","SYCAMORE VILLAGE MOBILE HOME PARK LLC","900 W COLUMBIA ST, MASON, MI 48854","48854","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","INGHAM","No Phone","449","03/20/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","073","21",42.582419003631,-84.464561009996
"516","1201475","Issued",2027-10-01,NA,"FSI MASON MANOR PROPERTY LLC","2179 HULL ROAD, MASON MI 48854","48854","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","INGHAM","5176765880","269","05/11/2017","JOSH SONNE","2487783200","businesslicensing@yescommunities.com","073","21",42.521466546933,-84.441987591929
"517","1202071","Issued",2028-10-01 15:29:59,"SUNSET MHP","MASON MOBILE LLC","1470 HARPER ROAD, MASON MI 48854","48854","6905 TELEGRAPH RD STE 325, BLOOMFIELD HILLS, MI 48301","INGHAM","5173912668","35","01/11/2024","AMANDA PROVIDAKES","2482847222","APROVIDAKES@BLANKFAMILYCOMMUNITIES.COM","073","21",42.612335063802,-84.401758678445
"518","1201190","Issued",2027-10-01,"MORRICE MEADOWS","SCOTSDALE ASSOCIATES LLC","328 N. HIDDEN RIDGE RD., MORRICE, MI 48857","48857","5647 SASHABAW RD, CLARKSTON, MI 48346","SHIAWASSEE","517-625-4840","103","07/06/1998","RONEI R IACOBELLI","248-625-1188","ron@imc.group","071","28",42.837214826496,-84.172405334691
"519","1200544","Issued",2027-10-01 11:31:58,NA,"BROOMFIELD VALLEY MHC LLC","6553 W REMUS RD, MT PLEASANT MI 48858","48858","7130 E PLEASANT VALLEY RD, SHEPHERD, MI 48883","ISABELLA","9893176892","127","05/11/1979","GAYLON KOUTZ","9893176892","GAYLON@FIVESTARCLOSER.COM","092","34",43.595900732836,-84.981819151427
"520","1201182","Issued",2027-10-01,NA,"CROSSINGS AT BROADWAY MP LLC","5402 EAST BROADWAY, MT. PLEASANT, MI 48858","48858","31550 NORTHWESTERN HWY #220, FARMINGTON HILLS, MI 48334","ISABELLA","No Phone","225","12/05/1997","RAMI FAKHOURY","9897753495","ALANNAW@EMPLOYMENTIMMIGRATION.COM","092","34",43.601686048136,-84.740838010209
"521","1201527","Issued",2027-10-01,NA,"BROADWAY ACRES MHP LLC","5400 KAY STREET, MOUNT PLEASANT MI 48858","48858","500 WESTOVER DRIVE #5358, SANFORD, NC 27330","ISABELLA","9897732830","71","02/22/2018","STEWART WINKLER","7604819096","noel@avantcommunity.com;kyle@avantcommunity.com","092","34",43.606504678543,-84.739669824364
"522","1201583","Issued",2027-10-01,NA,"MT PLEASANT MOBILE VILLAGE LLC","505 S BRADLEY, MT PLEASANT MI 48858","48858","7330 RIVER ROAD, FLUSHING, MI 48433","ISABELLA","9897722442","144","09/12/2018","GLENN CURRIER","8105162929","glenncurrier@yahoo.com","092","34",43.599403027259,-84.796584371848
"523","1201654","Issued",2027-10-01,NA,"COUNTRY PLACE PARK L.L.C.","4151 E JORDAN ROAD, MT PLEASANT MI 48858","48858","4151 E JORDAN RD  OFC, MOUNT PLEASANT, MI 48858","ISABELLA","9894332134","66","03/25/2019","ROBERT DIDUR JR","9896663231","cppmobilehomellc@gmail.com","092","34",43.655531226497,-84.765312245472
"524","1201773","Issued",2027-10-01,"SUMMERHILL VILLAGE","PLEASANT RIDGE PARTNERS LLC","5280 S MISSION ROAD, MOUNT PLEASANT MI 48858","48858","600 22nd STREET, STE. 101, OAK BROOK, IL 60523","ISABELLA","9899446084","305","06/04/2020","KEVIN SHAUGHNESSY","7087811031","kshaughnessy@fourleafprop.com","092","34",43.563448979316,-84.768299974859
"525","1201906","Issued",2027-10-01,"MAPLE VIEW ESTATES OF MT PLEASANT","PESTEL PROPERTIES LLC","1955 S CHIPPEWA ROAD, MT PLEASANT MI 48858","48858","1955 S CHIPPEWA ROAD, MT PLEASANT, MI 48858","ISABELLA","9894000201","99","02/03/2022","AARON PESTEL","9894000201","billing@rentalsbyram.com","092","34",43.613568066439,-84.626232918643
"526","1201907","Issued",2027-10-01,"MAPLE VIEW ESTATES OF MT PLEASANT","PESTEL PROPERTIES LLC","10749 E PICKARD ROAD, MT PLEASANT MI 48858","48858","1955 S CHIPPEWA RD, MT PLEASANT, MI 48858","ISABELLA","9894000201","37","02/03/2022","AARON PESTEL","9894000201","billing@rentalsbyram.com","092","34",43.611947112518,-84.632729142703
"527","1201909","Issued",2027-10-01,"ISABELLA VILLAGE MHP","ISABELLA VILLAGE MHP MT PLEASANT MI LLC","5232 E BROADWAY ROAD, MT PLEASANT MI 48858","48858","71630 GUADALUPE RD, ,  PO BOX 2300GILBERT, AZ 85299","ISABELLA","8016183636","170","02/10/2022","THOMAS STAPLEY","4803390000","LICENSING@ROOTSMG.COM","092","34",43.602315235698,-84.744967103351
"528","1202010","Issued",2027-10-01,NA,"OAKVIEW MHC LLC","1800 E. JORDAN ROAD, MT PLEASANT MI 48858","48858","PO BOX 349, CANAL FULTON, MI 44614","ISABELLA","9899440124","46","03/03/2023","MATTHEW KAUFFMAN","3304179954","matt@bunkercapitalllc.com","092","34",43.653299628596,-84.814132472879
"529","1201700","Issued",2027-10-01,"WINSLOW PARK","D. VENTURE LLC","734 W GRAND RIVER AVE, OKEMOS MI 48864","48864","850 MERLIN WAY, DEXTER, MI 48130","INGHAM","7346452323","72","09/20/2019","ALI DAMSAZ","7346452323","ALIDAMSAZ7@GMAIL.COM; shadyion11@gmail.com","075","28",42.712398014363,-84.377981985164
"530","1200314","Issued",2027-10-01,NA,"LONG LAKE MOBILE HOME PARK LLC","2701 WEST LONG LAKE ROAD, ORLEANS, MI 48865","48865","8081 45TH ST SE, ADA, MI 49301-9331","IONIA","6166441669","27","03/23/1979","JULIA E TEERLING","6166441669",NA,"091","33",43.107950418772,-85.129417677005
